nchain: 10, ncolumns: 1000, redu:190 
214786101881, 21487990742
214786101882, 109160728493
214786101883, 122368564485
214786101884, 205455501345
214786101885, 239324470484
214786101886, 240775814220
214786101887, 128883741699
214786101888, 83248549546
214786101889, 81423537501
214786101890, 135917140371
